5,60,9,
0,70,31,
90,20,13,
5,60,31,
80,75,37,
0,25,9,
85,80,37,
60,5,13,
5,60,24,
0,10,9,
35,50,42,
0,75,42,
5,90,13,
70,75,42,
5,25,24,
40,50,37,
70,80,18,
0,65,24,
0,90,14,
5,70,31,
65,25,31,
0,85,42,
60,65,9,
0,15,33,
60,50,24,
70,15,37,
60,35,31,
35,60,19,
65,25,24,
75,80,13,
90,50,9,
0,5,38,
80,10,13,
0,0,24,
0,65,32,
50,25,18,
0,0,13,
75,35,15,
65,25,18,
90,15,42,
65,65,43,
85,70,42,
60,10,42,
0,90,42,
80,80,25,
0,15,18,
5,30,9,
45,65,42,
60,10,19,
10,15,47,
0,75,43,
0,45,24,
0,10,25,
10,80,6,
0,50,31,
5,80,47,
75,5,19,
65,60,47,
75,65,47,
10,15,17,
0,15,31,
80,20,8,
0,15,12,
55,70,13,
5,40,10,
0,85,12,
65,25,14,
60,55,47,
5,50,19,
80,35,47,
5,75,32,
10,30,32,
90,40,32,
15,65,7,
5,10,24,
60,40,14,
35,30,43,
65,20,19,
35,45,9,
90,60,12,
60,40,37,
0,30,32,
85,20,18,
5,10,23,
0,90,43,
55,5,19,
10,75,31,
85,60,51,
10,10,18,
0,75,30,
5,10,22,
70,25,19,
90,60,43,
0,90,15,
65,70,25,
5,20,24,
65,30,19,
85,50,25,
40,0,24,
85,15,19,
0,30,25,
5,30,20,
0,0,25,
0,75,14,
5,85,12,
85,70,18,
5,75,31,
5,65,50,
25,85,21,
70,80,38,
60,80,43,
0,45,31,
50,0,14,
5,65,51,
65,60,14,
65,50,54,
65,60,25,
0,85,24,
10,90,27,
0,0,19,
0,65,42,
65,20,32,
75,70,43,
0,85,9,
0,0,31,
60,65,42,
75,15,32,
10,30,47,
75,75,38,
20,10,19,
45,25,25,
85,40,9,
0,75,39,
40,50,38,
25,90,42,
70,25,24,
60,25,19,
60,15,9,
55,0,9,
85,60,38,
5,5,22,
45,65,1,
5,5,4,
75,85,18,
60,80,38,
60,35,32,
85,20,19,
40,25,44,
60,70,20,
0,90,47,
65,5,43,
10,15,48,
0,5,39,
0,60,32,
15,20,18,
85,50,47,
0,60,47,
60,5,19,
60,75,43,
40,5,19,
65,55,14,
35,60,18,
60,5,47,
10,10,32,
0,80,46,
5,25,32,
70,15,19,
10,0,39,
70,75,51,
0,85,14,
20,10,14,
0,10,21,
90,45,15,
5,5,31,
35,50,32,
20,30,58,
70,55,57,
0,40,42,
0,75,31,
45,55,43,
0,10,25,
60,55,38,
20,20,28,
50,80,18,
70,90,25,
20,80,19,
5,65,24,
90,40,25,
0,15,29,
0,80,45,
35,35,38,
65,10,14,
0,45,58,
60,75,19,
0,65,31,
80,40,14,
75,15,44,
85,15,18,
80,55,42,
60,80,42,
0,20,47,
0,75,43,
0,70,32,
0,90,42,
5,60,38,
0,85,25,
35,50,38,
75,10,46,
55,50,24,
10,10,12,
70,25,20,
65,15,42,
65,30,36,
70,30,9,
75,40,19,
10,25,31,
10,25,25,
55,55,32,
30,50,46,
90,75,25,
35,50,31,
5,25,25,
30,5,24,
65,25,38,
60,25,32,
85,30,14,
0,35,51,
20,15,29,
0,0,12,
50,85,38,
5,60,17,
10,15,48,
60,0,37,
5,15,47,
85,30,58,
30,40,9,
75,80,38,
5,10,51,
5,40,43,
25,75,9,
0,30,32,
0,55,25,
80,65,31,
20,80,26,
60,65,33,
60,10,19,
80,10,40,
10,40,10,
0,90,19,
75,15,41,
0,5,47,
90,55,25,
65,40,19,
5,80,25,
55,15,43,
0,0,38,
5,65,52,
25,80,47,
65,25,50,
0,85,26,
25,85,42,
0,80,43,
70,70,9,
0,5,17,
0,30,29,
70,30,29,
70,80,43,
35,30,31,
5,45,32,
40,35,31,
90,45,57,
5,5,35,
70,65,32,
0,70,10,
5,70,28,
90,60,18,
70,80,24,
40,50,39,
65,50,32,
25,25,28,
20,30,19,
55,60,9,
80,15,43,
5,80,17,
55,65,39,
70,25,23,
90,15,43,
65,30,13,
45,20,42,
0,30,26,
0,90,44,
10,80,31,
5,30,10,
60,50,25,
90,30,37,
40,65,39,
80,80,38,
65,55,42,
45,35,53,
45,70,20,
5,70,47,
0,75,32,
5,40,14,
70,20,14,
5,65,28,
0,0,47,
0,75,9,
50,65,52,
0,15,32,
75,80,9,
70,65,48,
0,80,10,
55,15,18,
15,35,30,
55,0,14,
65,85,25,
5,65,32,
25,15,38,
50,20,24,
70,30,14,
75,85,19,
75,15,42,
60,55,9,
30,45,10,
0,5,5,
10,30,58,
0,10,38,
65,80,44,
80,55,27,
0,65,47,
85,20,32,
5,25,20,
65,15,32,
0,15,13,
35,60,54,
85,75,38,
0,20,9,
5,85,13,
25,25,8,
80,5,57,
90,50,43,
60,10,37,
80,80,19,
40,65,38,
5,85,47,
60,50,39,
0,75,57,
5,65,24,
85,65,32,
70,70,43,
5,20,39,
80,15,14,
25,15,52,
0,60,45,
75,60,25,
65,25,23,
0,85,43,
5,65,26,
10,0,38,
65,65,33,
60,80,57,
50,20,23,
15,30,47,
25,65,25,
70,60,32,
5,10,6,
40,55,47,
60,40,14,
0,5,18,
45,20,46,
80,65,57,
0,70,18,
0,90,45,
35,60,47,
20,55,58,
55,10,42,
60,75,44,
50,50,19,
55,80,19,
85,70,43,
50,35,54,
40,40,25,
90,55,39,
70,25,42,
80,60,47,
20,0,43,
70,75,25,
35,55,20,
0,0,58,
40,20,45,
15,10,31,
15,10,8,
90,40,20,
85,40,12,
90,20,10,
5,35,57,
60,35,44,
70,5,14,
0,65,24,
5,30,24,
40,60,18,
80,60,49,
60,20,19,
20,5,52,
80,15,15,
0,0,18,
85,65,14,
65,65,44,
85,25,44,
30,40,51,
0,90,9,
60,65,37,
15,80,44,
60,55,18,
65,75,48,
75,10,19,
65,10,27,
80,50,6,
65,20,38,
0,90,15,
55,75,42,
0,90,38,
0,0,2,
60,30,30,
50,35,32,
90,65,19,
40,65,47,
0,20,12,
75,80,20,
30,0,21,
65,80,43,
85,15,27,
90,20,43,
85,60,48,
80,75,13,
5,60,32,
0,90,36,
5,5,52,
80,35,14,
25,25,55,
15,10,9,
65,45,57,
10,85,27,
80,70,27,
5,30,25,
35,45,51,
0,25,38,
0,20,33,
60,0,5,
80,55,39,
60,25,32,
75,60,15,
35,10,48,
70,70,18,
60,10,26,
15,10,34,
85,65,39,
40,25,14,
60,55,6,
85,60,43,
10,85,15,
5,65,25,
75,80,49,
0,75,26,
85,60,57,
0,5,19,
0,20,18,
55,30,8,
60,55,48,
0,75,17,
55,10,38,
40,25,31,
30,20,25,
10,85,40,
90,40,57,
0,50,19,
85,70,37,
90,35,13,
70,60,47,
60,20,48,
60,70,13,
85,30,9,
0,85,19,
40,45,51,
60,55,19,
45,85,37,
70,70,41,
0,25,39,
50,45,57,
45,65,44,
10,15,32,
90,20,26,
0,15,38,
5,80,47,
70,20,32,
60,5,30,
55,15,15,
5,0,18,
35,50,14,
60,10,43,
20,0,2,
45,5,37,
75,15,37,
10,10,25,
0,20,9,
45,25,13,
60,35,56,
55,50,36,
90,60,26,
55,30,17,
0,25,25,
5,80,27,
20,10,51,
30,60,10,
60,50,40,
65,25,20,
80,80,31,
60,45,42,
0,75,31,
70,80,33,
0,90,58,
25,20,44,
25,80,20,
60,50,58,
0,75,7,
0,80,27,
0,35,32,
60,10,52,
0,90,43,
70,55,18,
80,55,32,
90,55,47,
0,80,26,
60,0,38,
90,50,32,
55,0,14,
0,10,48,
20,80,19,
0,20,50,
5,40,57,
80,35,42,
40,60,47,
65,5,17,
5,75,37,
5,10,26,
35,45,6,
25,75,25,
40,35,38,
90,40,18,
0,30,47,
90,65,33,
45,70,37,
35,75,31,
0,55,25,
15,5,39,
5,5,31,
25,85,43,
40,50,38,
60,55,26,
5,5,38,
90,45,47,
0,5,39,
90,35,32,
90,20,41,
5,70,49,
30,85,39,
75,75,32,
90,20,14,
90,70,32,
25,10,38,
85,40,47,
60,35,36,
60,25,38,
70,20,5,
15,5,18,
0,90,18,
5,5,24,
80,75,38,
60,5,19,
85,15,47,
0,75,9,
70,45,10,
5,60,32,
10,90,51,
80,65,6,
15,30,27,
30,45,9,
5,70,23,
10,30,24,
25,20,23,
75,65,38,
15,10,19,
0,5,26,
55,35,56,
70,20,25,
60,30,13,
20,20,43,
10,45,52,
70,10,9,
45,20,25,
45,0,43,
80,5,42,
60,70,43,
15,65,31,
0,30,48,
50,35,25,
5,20,25,
80,25,14,
65,15,19,
60,80,34,
10,85,12,
5,25,57,
0,15,47,
0,0,53,
80,25,38,
10,30,25,
85,50,32,
80,50,29,
25,10,25,
15,25,26,
5,5,32,
0,80,31,
85,20,14,
70,10,15,
0,15,39,
55,10,33,
90,75,32,
50,65,19,
50,80,20,
10,5,19,
25,25,47,
80,10,13,
55,10,44,
75,80,12,
50,60,19,
10,15,47,
60,35,10,
50,55,23,
60,5,14,
65,30,34,
35,25,39,
5,35,38,
75,65,26,
80,20,19,
30,10,51,
50,25,14,
75,70,44,
65,10,19,
85,45,32,
20,75,19,
10,60,47,
5,60,48,
45,85,44,
5,10,53,
60,55,8,
60,55,57,
65,25,44,
85,55,57,
50,40,29,
85,60,14,
65,90,40,
75,75,52,
70,75,14,
35,85,44,
30,35,25,
50,35,31,
45,60,43,
5,80,30,
70,20,43,
60,40,9,
10,50,6,
60,0,44,
40,50,31,
35,35,37,
0,75,14,
25,0,19,
75,80,19,
5,50,44,
55,25,3,
25,80,13,
5,35,18,
5,40,19,
70,80,31,
0,30,27,
65,75,49,
0,0,14,
10,20,52,
80,30,30,
30,50,43,
5,20,15,
70,40,31,
50,70,42,
25,20,48,
0,65,51,
25,5,9,
85,70,9,
40,15,37,
25,20,35,
85,50,26,
45,5,15,
80,65,32,
0,15,34,
5,30,47,
70,70,23,
20,10,25,
35,50,43,
60,50,31,
75,5,20,
0,75,19,
0,80,19,
5,60,44,
15,80,12,
15,15,57,
85,45,32,
20,30,10,
5,65,32,
85,75,48,
0,5,12,
60,55,52,
40,25,9,
0,20,7,
65,15,20,
0,0,20,
65,25,15,
30,55,54,
75,55,45,
25,20,42,
85,40,14,
75,15,39,
5,75,32,
20,0,2,
0,80,12,
15,15,29,
75,65,36,
70,55,47,
70,50,42,
