63,16,34,34,
22,31,27,27,
5,57,36,36,
5,27,26,26,
59,42,39,39,
49,5,39,39,
42,1,34,34,
45,53,34,34,
39,32,39,39,
58,47,33,33,
0,6,39,39,
8,11,32,32,
15,6,35,35,
50,1,26,26,
35,23,23,23,
63,63,25,25,
31,24,29,29,
57,57,21,21,
66,68,25,25,
12,12,27,27,
23,76,22,22,
34,26,40,40,
23,42,34,34,
7,27,30,30,
20,44,25,25,
49,15,36,36,
22,45,35,35,
48,1,21,21,
11,63,27,27,
27,25,26,26,
11,55,35,35,
23,40,40,40,
58,13,35,35,
11,26,27,27,
1,26,40,40,
60,70,24,24,
38,40,27,27,
8,61,25,25,
65,33,29,29,
35,63,36,36,
35,10,38,38,
42,21,23,23,
61,51,35,35,
55,57,35,35,
11,11,38,38,
10,4,25,25,
20,34,25,25,
72,73,25,25,
67,53,22,22,
7,69,29,29,
2,13,38,38,
35,6,28,28,
48,13,35,35,
29,51,25,25,
33,55,32,32,
20,42,28,28,
5,31,28,28,
17,6,34,34,
15,41,35,35,
6,48,28,28,
64,4,25,25,
9,21,22,22,
21,26,22,22,
12,3,32,32,
65,56,23,23,
9,16,40,40,
33,13,29,29,
63,60,35,35,
17,52,36,36,
56,29,34,34,
65,24,21,21,
58,44,39,39,
28,33,38,38,
20,36,28,28,
45,20,23,23,
47,7,35,35,
1,6,24,24,
28,46,23,23,
60,34,24,24,
11,67,28,28,
23,59,24,24,
13,38,30,30,
21,58,26,26,
54,42,26,26,
60,57,23,23,
9,50,29,29,
54,3,23,23,
46,47,25,25,
60,34,39,39,
64,9,32,32,
45,21,22,22,
42,16,21,21,
12,57,28,28,
47,2,39,39,
46,45,31,31,
56,3,32,32,
47,21,21,21,
32,69,28,28,
10,18,30,30,
24,61,36,36,
69,73,23,23,
3,62,29,29,
46,15,23,23,
46,37,25,25,
59,7,33,33,
15,28,30,30,
34,52,23,23,
8,52,38,38,
70,69,23,23,
17,27,38,38,
18,7,31,31,
26,36,39,39,
16,0,33,33,
14,24,38,38,
7,53,37,37,
35,41,32,32,
49,67,29,29,
61,68,25,25,
30,12,23,23,
49,32,29,29,
26,52,30,30,
53,25,30,30,
18,41,22,22,
1,10,28,28,
27,61,23,23,
28,22,33,33,
4,27,28,28,
51,5,39,39,
44,58,24,24,
34,66,26,26,
30,10,35,35,
72,23,24,24,
13,47,27,27,
59,51,24,24,
17,14,35,35,
71,5,26,26,
22,61,23,23,
47,64,30,30,
52,41,28,28,
58,26,28,28,
7,4,22,22,
18,28,34,34,
36,60,21,21,
57,16,33,33,
21,38,33,33,
57,45,32,32,
5,51,40,40,
59,28,32,32,
23,21,30,30,
65,66,28,28,
12,22,25,25,
2,54,33,33,
29,29,24,24,
49,28,24,24,
54,43,23,23,
60,9,34,34,
36,30,22,22,
50,47,30,30,
50,11,30,30,
3,64,32,32,
32,23,22,22,
49,42,38,38,
47,78,21,21,
63,45,26,26,
29,61,23,23,
24,41,39,39,
37,47,37,37,
52,17,32,32,
33,45,35,35,
28,27,36,36,
39,41,32,32,
9,46,28,28,
13,31,25,25,
11,32,27,27,
74,38,24,24,
9,34,29,29,
20,12,38,38,
36,68,31,31,
1,54,39,39,
10,3,33,33,
54,44,35,35,
63,43,33,33,
7,22,36,36,
60,67,31,31,
65,30,23,23,
4,39,23,23,
67,46,22,22,
31,43,27,27,
24,22,24,24,
31,7,26,26,
30,15,23,23,
76,25,21,21,
22,4,37,37,
11,14,28,28,
30,44,24,24,
51,43,31,31,
62,17,29,29,
32,6,30,30,
55,13,21,21,
6,27,27,27,
53,24,35,35,
61,69,26,26,
40,36,34,34,
47,35,36,36,
59,38,29,29,
34,25,39,39,
9,3,27,27,
0,6,26,26,
66,11,32,32,
41,2,24,24,
1,30,23,23,
4,66,23,23,
4,52,35,35,
44,56,39,39,
66,12,21,21,
11,19,35,35,
5,52,33,33,
18,9,25,25,
33,43,40,40,
42,53,39,39,
55,42,30,30,
26,19,35,35,
34,36,39,39,
44,18,39,39,
58,62,33,33,
18,12,22,22,
20,15,35,35,
1,37,40,40,
43,50,22,22,
21,34,30,30,
35,22,28,28,
3,22,27,27,
59,54,30,30,
14,50,26,26,
