0,0,20,20,
0,5,20,20,
0,10,20,20,
0,15,20,20,
0,20,20,20,
0,25,20,20,
0,30,20,20,
0,35,20,20,
0,40,20,20,
0,45,20,20,
0,50,20,20,
0,55,20,20,
0,60,20,20,
0,65,20,20,
0,70,20,20,
0,75,20,20,
0,80,20,20,
5,0,20,20,
5,5,20,20,
5,10,20,20,
5,15,20,20,
5,20,20,20,
5,25,20,20,
5,30,20,20,
5,35,20,20,
5,40,20,20,
5,45,20,20,
5,50,20,20,
5,55,20,20,
5,60,20,20,
5,65,20,20,
5,70,20,20,
5,75,20,20,
5,80,20,20,
10,0,20,20,
10,5,20,20,
10,10,20,20,
10,15,20,20,
10,20,20,20,
10,25,20,20,
10,30,20,20,
10,35,20,20,
10,40,20,20,
10,45,20,20,
10,50,20,20,
10,55,20,20,
10,60,20,20,
10,65,20,20,
10,70,20,20,
10,75,20,20,
10,80,20,20,
15,0,20,20,
15,5,20,20,
15,10,20,20,
15,15,20,20,
15,20,20,20,
15,25,20,20,
15,30,20,20,
15,35,20,20,
15,40,20,20,
15,45,20,20,
15,50,20,20,
15,55,20,20,
15,60,20,20,
15,65,20,20,
15,70,20,20,
15,75,20,20,
15,80,20,20,
20,0,20,20,
20,5,20,20,
20,10,20,20,
20,15,20,20,
20,20,20,20,
20,25,20,20,
20,30,20,20,
20,35,20,20,
20,40,20,20,
20,45,20,20,
20,50,20,20,
20,55,20,20,
20,60,20,20,
20,65,20,20,
20,70,20,20,
20,75,20,20,
20,80,20,20,
25,0,20,20,
25,5,20,20,
25,10,20,20,
25,15,20,20,
25,20,20,20,
25,25,20,20,
25,30,20,20,
25,35,20,20,
25,40,20,20,
25,45,20,20,
25,50,20,20,
25,55,20,20,
25,60,20,20,
25,65,20,20,
25,70,20,20,
25,75,20,20,
25,80,20,20,
30,0,20,20,
30,5,20,20,
30,10,20,20,
30,15,20,20,
30,20,20,20,
30,25,20,20,
30,30,20,20,
30,35,20,20,
30,40,20,20,
30,45,20,20,
30,50,20,20,
30,55,20,20,
30,60,20,20,
30,65,20,20,
30,70,20,20,
30,75,20,20,
30,80,20,20,
35,0,20,20,
35,5,20,20,
35,10,20,20,
35,15,20,20,
35,20,20,20,
35,25,20,20,
35,30,20,20,
35,35,20,20,
35,40,20,20,
35,45,20,20,
35,50,20,20,
35,55,20,20,
35,60,20,20,
35,65,20,20,
35,70,20,20,
35,75,20,20,
35,80,20,20,
40,0,20,20,
40,5,20,20,
40,10,20,20,
40,15,20,20,
40,20,20,20,
40,25,20,20,
40,30,20,20,
40,35,20,20,
40,40,20,20,
40,45,20,20,
40,50,20,20,
40,55,20,20,
40,60,20,20,
40,65,20,20,
40,70,20,20,
40,75,20,20,
40,80,20,20,
45,0,20,20,
45,5,20,20,
45,10,20,20,
45,15,20,20,
45,20,20,20,
45,25,20,20,
45,30,20,20,
45,35,20,20,
45,40,20,20,
45,45,20,20,
45,50,20,20,
45,55,20,20,
45,60,20,20,
45,65,20,20,
45,70,20,20,
45,75,20,20,
45,80,20,20,
50,0,20,20,
50,5,20,20,
50,10,20,20,
50,15,20,20,
50,20,20,20,
50,25,20,20,
50,30,20,20,
50,35,20,20,
50,40,20,20,
50,45,20,20,
50,50,20,20,
50,55,20,20,
50,60,20,20,
50,65,20,20,
50,70,20,20,
50,75,20,20,
50,80,20,20,
55,0,20,20,
55,5,20,20,
55,10,20,20,
55,15,20,20,
55,20,20,20,
55,25,20,20,
55,30,20,20,
55,35,20,20,
55,40,20,20,
55,45,20,20,
55,50,20,20,
55,55,20,20,
55,60,20,20,
55,65,20,20,
55,70,20,20,
55,75,20,20,
55,80,20,20,
60,0,20,20,
60,5,20,20,
60,10,20,20,
60,15,20,20,
60,20,20,20,
60,25,20,20,
60,30,20,20,
60,35,20,20,
60,40,20,20,
60,45,20,20,
60,50,20,20,
60,55,20,20,
60,60,20,20,
60,65,20,20,
60,70,20,20,
60,75,20,20,
60,80,20,20,
65,0,20,20,
65,5,20,20,
65,10,20,20,
65,15,20,20,
65,20,20,20,
65,25,20,20,
65,30,20,20,
65,35,20,20,
65,40,20,20,
65,45,20,20,
65,50,20,20,
65,55,20,20,
65,60,20,20,
65,65,20,20,
65,70,20,20,
65,75,20,20,
65,80,20,20,
70,0,20,20,
70,5,20,20,
70,10,20,20,
70,15,20,20,
70,20,20,20,
70,25,20,20,
70,30,20,20,
70,35,20,20,
70,40,20,20,
70,45,20,20,
70,50,20,20,
70,55,20,20,
70,60,20,20,
70,65,20,20,
70,70,20,20,
70,75,20,20,
70,80,20,20,
75,0,20,20,
75,5,20,20,
75,10,20,20,
75,15,20,20,
75,20,20,20,
75,25,20,20,
75,30,20,20,
75,35,20,20,
75,40,20,20,
75,45,20,20,
75,50,20,20,
75,55,20,20,
75,60,20,20,
75,65,20,20,
75,70,20,20,
75,75,20,20,
75,80,20,20,
80,0,20,20,
80,5,20,20,
80,10,20,20,
80,15,20,20,
80,20,20,20,
80,25,20,20,
80,30,20,20,
80,35,20,20,
80,40,20,20,
80,45,20,20,
80,50,20,20,
80,55,20,20,
80,60,20,20,
80,65,20,20,
80,70,20,20,
80,75,20,20,
80,80,20,20,
