20,20,0,
0,10,0,
0,55,0,
60,40,0,
0,5,0,
70,50,0,
0,90,0,
25,70,0,
30,15,0,
15,20,0,
0,30,1,
75,90,2,
20,30,2,
50,25,2,
90,35,2,
0,75,3,
10,35,3,
25,60,3,
10,35,3,
55,65,3,
0,80,3,
65,0,3,
75,70,3,
15,30,3,
80,30,3,
20,85,3,
70,5,3,
5,35,3,
90,10,3,
35,50,3,
0,60,4,
20,0,4,
45,25,5,
40,25,5,
65,85,5,
10,55,5,
40,25,5,
20,60,5,
5,5,5,
20,0,5,
70,90,5,
25,25,5,
5,45,6,
10,15,6,
5,65,6,
40,40,6,
0,80,6,
70,35,6,
10,45,6,
25,35,6,
65,45,6,
5,30,6,
0,10,6,
10,15,6,
0,80,6,
25,5,6,
5,15,6,
5,35,6,
20,20,6,
55,80,6,
45,55,7,
10,15,7,
10,20,7,
65,35,7,
0,55,7,
20,80,7,
0,20,7,
45,15,7,
25,30,7,
10,55,8,
50,85,8,
55,60,8,
90,10,8,
25,80,8,
0,15,9,
90,90,9,
25,55,9,
15,35,9,
30,20,9,
0,80,9,
0,80,9,
0,20,9,
10,15,9,
65,15,9,
25,45,9,
0,15,9,
10,80,9,
30,20,9,
15,5,9,
5,40,9,
55,15,9,
15,35,9,
85,45,9,
0,75,9,
70,65,9,
80,25,9,
5,15,9,
60,85,9,
15,55,9,
25,75,9,
10,60,9,
40,20,9,
90,50,9,
75,40,9,
0,20,10,
5,30,10,
35,65,10,
55,55,10,
5,80,10,
0,30,10,
0,15,10,
5,45,10,
25,60,10,
15,10,10,
20,40,10,
55,60,10,
5,55,10,
25,20,10,
85,50,10,
30,70,10,
5,25,10,
0,80,10,
5,70,10,
80,40,10,
5,35,10,
60,65,10,
75,25,10,
15,75,10,
65,25,10,
10,50,10,
90,15,10,
80,45,10,
25,65,10,
45,55,10,
35,60,10,
90,25,10,
70,55,10,
60,40,10,
40,65,10,
30,40,10,
80,50,10,
10,80,10,
90,55,10,
30,60,10,
75,35,10,
10,85,10,
10,15,10,
50,55,10,
40,55,10,
65,60,10,
55,35,10,
5,20,10,
0,10,10,
85,55,10,
25,55,10,
0,15,10,
5,80,10,
60,40,10,
65,65,10,
85,50,10,
25,65,10,
15,25,10,
90,20,10,
0,45,10,
5,35,10,
5,70,10,
40,55,10,
5,50,10,
15,75,10,
20,40,10,
60,55,10,
80,25,10,
5,75,10,
50,55,10,
0,25,10,
10,80,10,
10,15,10,
0,40,10,
90,50,10,
30,60,10,
55,55,10,
90,25,10,
10,50,10,
35,35,10,
70,15,10,
35,70,10,
60,60,10,
30,20,10,
5,30,10,
0,10,10,
25,60,10,
0,70,10,
80,45,10,
5,20,10,
40,65,10,
10,85,10,
55,25,10,
80,20,10,
75,65,10,
30,25,10,
30,65,10,
5,65,10,
0,80,10,
10,20,10,
35,55,10,
10,35,10,
75,50,10,
30,75,10,
25,15,10,
40,70,10,
90,70,10,
5,55,10,
85,45,10,
0,30,10,
25,10,10,
5,85,10,
75,25,10,
10,25,10,
40,75,10,
80,50,10,
10,30,10,
5,85,11,
20,90,11,
0,25,11,
10,85,12,
50,55,12,
10,80,12,
0,20,12,
10,85,12,
0,60,12,
20,15,12,
60,65,12,
0,15,12,
80,35,12,
0,25,12,
85,90,12,
0,85,12,
0,35,12,
60,55,13,
10,15,13,
90,90,13,
25,0,13,
10,0,13,
10,60,13,
70,60,13,
15,5,13,
15,60,13,
20,0,13,
15,90,13,
85,15,13,
70,15,13,
25,55,14,
90,0,14,
65,5,14,
10,90,14,
90,15,14,
0,85,14,
60,70,14,
20,45,14,
0,15,14,
45,5,14,
15,40,14,
55,60,14,
85,5,14,
80,15,14,
60,5,14,
30,55,14,
90,20,14,
20,55,14,
50,5,14,
25,85,14,
90,5,14,
65,75,14,
15,90,14,
15,35,14,
60,0,14,
85,0,14,
60,30,14,
60,40,14,
35,40,14,
85,15,14,
50,90,14,
35,50,14,
75,15,14,
65,25,14,
80,5,14,
40,55,14,
20,40,14,
70,75,14,
0,40,14,
0,80,14,
40,5,14,
0,0,14,
45,0,14,
55,20,14,
45,60,14,
5,35,14,
85,20,14,
10,30,14,
25,55,14,
5,85,14,
40,55,14,
90,0,14,
55,40,14,
20,35,14,
20,90,14,
15,5,14,
0,40,14,
90,90,14,
0,85,14,
85,45,14,
80,5,14,
75,10,14,
20,45,14,
0,0,14,
30,10,14,
65,5,14,
5,35,14,
75,75,14,
20,55,14,
55,5,14,
10,35,14,
50,85,14,
15,40,14,
90,15,14,
35,55,14,
55,70,14,
25,90,14,
50,0,14,
15,85,14,
75,20,14,
60,40,14,
40,70,14,
0,90,14,
70,75,14,
0,15,14,
80,15,14,
45,0,14,
30,55,14,
5,80,14,
10,90,14,
55,0,14,
75,90,14,
25,10,14,
45,80,14,
0,75,14,
15,90,14,
60,70,14,
60,5,14,
20,50,14,
80,90,14,
10,30,14,
55,25,14,
55,65,14,
85,10,14,
20,50,15,
0,20,15,
35,65,15,
0,70,15,
20,55,15,
0,10,15,
25,60,15,
35,25,15,
0,15,15,
5,10,15,
15,80,15,
85,0,15,
0,85,15,
75,10,15,
0,5,15,
35,65,15,
75,15,15,
55,50,15,
25,55,15,
50,5,15,
5,85,15,
25,10,15,
5,25,15,
60,65,15,
40,90,15,
50,25,15,
70,10,15,
55,70,15,
65,50,15,
5,20,15,
55,25,15,
60,10,15,
15,35,15,
0,70,15,
45,5,15,
45,85,15,
40,50,15,
20,65,15,
80,40,15,
60,30,15,
5,50,15,
0,45,16,
20,30,16,
45,45,16,
50,35,17,
0,0,17,
35,45,17,
10,85,17,
65,0,17,
