0,0,10,10,
0,8,10,10,
0,16,10,10,
0,24,10,10,
0,32,10,10,
8,0,10,10,
8,8,10,10,
8,16,10,10,
8,24,10,10,
8,32,10,10,
16,0,10,10,
16,8,10,10,
16,16,10,10,
16,24,10,10,
16,32,10,10,
24,0,10,10,
24,8,10,10,
24,16,10,10,
24,24,10,10,
24,32,10,10,
32,0,10,10,
32,8,10,10,
32,16,10,10,
32,24,10,10,
32,32,10,10,
40,0,10,10,
40,8,10,10,
40,16,10,10,
40,24,10,10,
40,32,10,10,
48,0,10,10,
48,8,10,10,
48,16,10,10,
48,24,10,10,
48,32,10,10,
56,0,10,10,
56,8,10,10,
56,16,10,10,
56,24,10,10,
56,32,10,10,
64,0,10,10,
64,8,10,10,
64,16,10,10,
64,24,10,10,
64,32,10,10,
72,0,10,10,
72,8,10,10,
72,16,10,10,
72,24,10,10,
72,32,10,10,
80,0,10,10,
80,8,10,10,
80,16,10,10,
80,24,10,10,
80,32,10,10,
88,0,10,10,
88,8,10,10,
88,16,10,10,
88,24,10,10,
88,32,10,10,
0,0,10,20,
0,8,10,20,
0,16,10,20,
0,24,10,20,
8,0,10,20,
8,8,10,20,
8,16,10,20,
8,24,10,20,
16,0,10,20,
16,8,10,20,
16,16,10,20,
16,24,10,20,
24,0,10,20,
24,8,10,20,
24,16,10,20,
24,24,10,20,
32,0,10,20,
32,8,10,20,
32,16,10,20,
32,24,10,20,
40,0,10,20,
40,8,10,20,
40,16,10,20,
40,24,10,20,
48,0,10,20,
48,8,10,20,
48,16,10,20,
48,24,10,20,
56,0,10,20,
56,8,10,20,
56,16,10,20,
56,24,10,20,
64,0,10,20,
64,8,10,20,
64,16,10,20,
64,24,10,20,
72,0,10,20,
72,8,10,20,
72,16,10,20,
72,24,10,20,
80,0,10,20,
80,8,10,20,
80,16,10,20,
80,24,10,20,
88,0,10,20,
88,8,10,20,
88,16,10,20,
88,24,10,20,
0,0,10,30,
0,8,10,30,
0,16,10,30,
8,0,10,30,
8,8,10,30,
8,16,10,30,
16,0,10,30,
16,8,10,30,
16,16,10,30,
24,0,10,30,
24,8,10,30,
24,16,10,30,
32,0,10,30,
32,8,10,30,
32,16,10,30,
40,0,10,30,
40,8,10,30,
40,16,10,30,
48,0,10,30,
48,8,10,30,
48,16,10,30,
56,0,10,30,
56,8,10,30,
56,16,10,30,
64,0,10,30,
64,8,10,30,
64,16,10,30,
72,0,10,30,
72,8,10,30,
72,16,10,30,
80,0,10,30,
80,8,10,30,
80,16,10,30,
88,0,10,30,
88,8,10,30,
88,16,10,30,
0,0,20,10,
0,8,20,10,
0,16,20,10,
0,24,20,10,
0,32,20,10,
8,0,20,10,
8,8,20,10,
8,16,20,10,
8,24,20,10,
8,32,20,10,
16,0,20,10,
16,8,20,10,
16,16,20,10,
16,24,20,10,
16,32,20,10,
24,0,20,10,
24,8,20,10,
24,16,20,10,
24,24,20,10,
24,32,20,10,
32,0,20,10,
32,8,20,10,
32,16,20,10,
32,24,20,10,
32,32,20,10,
40,0,20,10,
40,8,20,10,
40,16,20,10,
40,24,20,10,
40,32,20,10,
48,0,20,10,
48,8,20,10,
48,16,20,10,
48,24,20,10,
48,32,20,10,
56,0,20,10,
56,8,20,10,
56,16,20,10,
56,24,20,10,
56,32,20,10,
64,0,20,10,
64,8,20,10,
64,16,20,10,
64,24,20,10,
64,32,20,10,
72,0,20,10,
72,8,20,10,
72,16,20,10,
72,24,20,10,
72,32,20,10,
0,0,20,20,
0,8,20,20,
0,16,20,20,
0,24,20,20,
8,0,20,20,
8,8,20,20,
8,16,20,20,
8,24,20,20,
16,0,20,20,
16,8,20,20,
16,16,20,20,
16,24,20,20,
24,0,20,20,
24,8,20,20,
24,16,20,20,
24,24,20,20,
32,0,20,20,
32,8,20,20,
32,16,20,20,
32,24,20,20,
40,0,20,20,
40,8,20,20,
40,16,20,20,
40,24,20,20,
48,0,20,20,
48,8,20,20,
48,16,20,20,
48,24,20,20,
56,0,20,20,
56,8,20,20,
56,16,20,20,
56,24,20,20,
64,0,20,20,
64,8,20,20,
64,16,20,20,
64,24,20,20,
72,0,20,20,
72,8,20,20,
72,16,20,20,
72,24,20,20,
0,0,20,30,
0,8,20,30,
0,16,20,30,
8,0,20,30,
8,8,20,30,
8,16,20,30,
16,0,20,30,
16,8,20,30,
16,16,20,30,
24,0,20,30,
24,8,20,30,
24,16,20,30,
32,0,20,30,
32,8,20,30,
32,16,20,30,
40,0,20,30,
40,8,20,30,
40,16,20,30,
48,0,20,30,
48,8,20,30,
48,16,20,30,
56,0,20,30,
56,8,20,30,
56,16,20,30,
64,0,20,30,
64,8,20,30,
64,16,20,30,
72,0,20,30,
72,8,20,30,
72,16,20,30,
0,0,30,10,
0,8,30,10,
0,16,30,10,
0,24,30,10,
0,32,30,10,
8,0,30,10,
8,8,30,10,
8,16,30,10,
8,24,30,10,
8,32,30,10,
16,0,30,10,
16,8,30,10,
16,16,30,10,
16,24,30,10,
16,32,30,10,
24,0,30,10,
24,8,30,10,
24,16,30,10,
24,24,30,10,
24,32,30,10,
32,0,30,10,
32,8,30,10,
32,16,30,10,
32,24,30,10,
32,32,30,10,
40,0,30,10,
40,8,30,10,
40,16,30,10,
40,24,30,10,
40,32,30,10,
48,0,30,10,
48,8,30,10,
48,16,30,10,
48,24,30,10,
48,32,30,10,
56,0,30,10,
56,8,30,10,
56,16,30,10,
56,24,30,10,
56,32,30,10,
64,0,30,10,
64,8,30,10,
64,16,30,10,
64,24,30,10,
64,32,30,10,
0,0,30,20,
0,8,30,20,
0,16,30,20,
0,24,30,20,
8,0,30,20,
8,8,30,20,
8,16,30,20,
8,24,30,20,
16,0,30,20,
16,8,30,20,
16,16,30,20,
16,24,30,20,
24,0,30,20,
24,8,30,20,
24,16,30,20,
24,24,30,20,
32,0,30,20,
32,8,30,20,
32,16,30,20,
32,24,30,20,
40,0,30,20,
40,8,30,20,
40,16,30,20,
40,24,30,20,
48,0,30,20,
48,8,30,20,
48,16,30,20,
48,24,30,20,
56,0,30,20,
56,8,30,20,
56,16,30,20,
56,24,30,20,
64,0,30,20,
64,8,30,20,
64,16,30,20,
64,24,30,20,
0,0,30,30,
0,8,30,30,
0,16,30,30,
8,0,30,30,
8,8,30,30,
8,16,30,30,
16,0,30,30,
16,8,30,30,
16,16,30,30,
24,0,30,30,
24,8,30,30,
24,16,30,30,
32,0,30,30,
32,8,30,30,
32,16,30,30,
40,0,30,30,
40,8,30,30,
40,16,30,30,
48,0,30,30,
48,8,30,30,
48,16,30,30,
56,0,30,30,
56,8,30,30,
56,16,30,30,
64,0,30,30,
64,8,30,30,
64,16,30,30,
