0,0,10,10,
0,10,10,10,
0,20,10,10,
0,30,10,10,
0,40,10,10,
0,50,10,10,
0,60,10,10,
0,70,10,10,
0,80,10,10,
0,90,10,10,
10,0,10,10,
10,10,10,10,
10,20,10,10,
10,30,10,10,
10,40,10,10,
10,50,10,10,
10,60,10,10,
10,70,10,10,
10,80,10,10,
10,90,10,10,
20,0,10,10,
20,10,10,10,
20,20,10,10,
20,30,10,10,
20,40,10,10,
20,50,10,10,
20,60,10,10,
20,70,10,10,
20,80,10,10,
20,90,10,10,
30,0,10,10,
30,10,10,10,
30,20,10,10,
30,30,10,10,
30,40,10,10,
30,50,10,10,
30,60,10,10,
30,70,10,10,
30,80,10,10,
30,90,10,10,
40,0,10,10,
40,10,10,10,
40,20,10,10,
40,30,10,10,
40,40,10,10,
40,50,10,10,
40,60,10,10,
40,70,10,10,
40,80,10,10,
40,90,10,10,
50,0,10,10,
50,10,10,10,
50,20,10,10,
50,30,10,10,
50,40,10,10,
50,50,10,10,
50,60,10,10,
50,70,10,10,
50,80,10,10,
50,90,10,10,
60,0,10,10,
60,10,10,10,
60,20,10,10,
60,30,10,10,
60,40,10,10,
60,50,10,10,
60,60,10,10,
60,70,10,10,
60,80,10,10,
60,90,10,10,
70,0,10,10,
70,10,10,10,
70,20,10,10,
70,30,10,10,
70,40,10,10,
70,50,10,10,
70,60,10,10,
70,70,10,10,
70,80,10,10,
70,90,10,10,
80,0,10,10,
80,10,10,10,
80,20,10,10,
80,30,10,10,
80,40,10,10,
80,50,10,10,
80,60,10,10,
80,70,10,10,
80,80,10,10,
80,90,10,10,
90,0,10,10,
90,10,10,10,
90,20,10,10,
90,30,10,10,
90,40,10,10,
90,50,10,10,
90,60,10,10,
90,70,10,10,
90,80,10,10,
90,90,10,10,
