42,	0,	10,	30,
42,	6,	10,	30,
42,	12,	10,	30,
42,	18,	10,	30,
48,	0,	10,	30,
48,	6,	10,	30,
48,	12,	10,	30,
48,	18,	10,	30,
54,	0,	10,	30,
54,	6,	10,	30,
54,	12,	10,	30,
54,	18,	10,	30,
60,	0,	10,	30,
60,	6,	10,	30,
60,	12,	10,	30,
60,	18,	10,	30,
66,	0,	10,	30,
66,	6,	10,	30,
66,	12,	10,	30,
66,	18,	10,	30,
72,	0,	10,	30,
72,	6,	10,	30,
72,	12,	10,	30,
72,	18,	10,	30,
78,	0,	10,	30,
78,	6,	10,	30,
78,	12,	10,	30,
78,	18,	10,	30,
84,	0,	10,	30,
84,	6,	10,	30,
84,	12,	10,	30,
84,	18,	10,	30,
0,	0,	20,	10,
0,	6,	20,	10,
0,	12,	20,	10,
0,	18,	20,	10,
0,	24,	20,	10,
0,	30,	20,	10,
0,	36,	20,	10,
6,	0,	20,	10,
6,	6,	20,	10,
6,	12,	20,	10,
6,	18,	20,	10,
6,	24,	20,	10,
6,	30,	20,	10,
6,	36,	20,	10,
12,	0,	20,	10,
12,	6,	20,	10,
12,	12,	20,	10,
12,	18,	20,	10,
12,	24,	20,	10,
12,	30,	20,	10,
12,	36,	20,	10,
18,	0,	20,	10,
18,	6,	20,	10,
18,	12,	20,	10,
18,	18,	20,	10,
18,	24,	20,	10,
18,	30,	20,	10,
18,	36,	20,	10,
24,	0,	20,	10,
24,	6,	20,	10,
24,	12,	20,	10,
24,	18,	20,	10,
24,	24,	20,	10,
24,	30,	20,	10,
24,	36,	20,	10,
30,	0,	20,	10,
30,	6,	20,	10,
30,	12,	20,	10,
30,	18,	20,	10,
30,	24,	20,	10,
30,	30,	20,	10,
30,	36,	20,	10,
36,	0,	20,	10,
36,	6,	20,	10,
36,	12,	20,	10,
36,	18,	20,	10,
36,	24,	20,	10,
36,	30,	20,	10,
36,	36,	20,	10,
42,	0,	20,	10,
42,	6,	20,	10,
42,	12,	20,	10,
42,	18,	20,	10,
42,	24,	20,	10,
42,	30,	20,	10,
42,	36,	20,	10,
48,	0,	20,	10,
48,	6,	20,	10,
48,	12,	20,	10,
48,	18,	20,	10,
48,	24,	20,	10,
48,	30,	20,	10,
48,	36,	20,	10,
54,	0,	20,	10,
54,	6,	20,	10,
54,	12,	20,	10,
54,	18,	20,	10,
54,	24,	20,	10,
54,	30,	20,	10,
54,	36,	20,	10,
60,	0,	20,	10,
60,	6,	20,	10,
60,	12,	20,	10,
60,	18,	20,	10,
60,	24,	20,	10,
60,	30,	20,	10,
60,	36,	20,	10,
66,	0,	20,	10,
66,	6,	20,	10,
66,	12,	20,	10,
66,	18,	20,	10,
66,	24,	20,	10,
66,	30,	20,	10,
66,	36,	20,	10,
72,	0,	20,	10,
72,	6,	20,	10,
72,	12,	20,	10,
72,	18,	20,	10,
72,	24,	20,	10,
72,	30,	20,	10,
72,	36,	20,	10,
78,	0,	20,	10,
78,	6,	20,	10,
78,	12,	20,	10,
78,	18,	20,	10,
78,	24,	20,	10,
78,	30,	20,	10,
78,	36,	20,	10,
0,	0,	20,	20,
0,	6,	20,	20,
0,	12,	20,	20,
0,	18,	20,	20,
0,	24,	20,	20,
6,	0,	20,	20,
6,	6,	20,	20,
6,	12,	20,	20,
6,	18,	20,	20,
6,	24,	20,	20,
12,	0,	20,	20,
12,	6,	20,	20,
12,	12,	20,	20,
12,	18,	20,	20,
12,	24,	20,	20,
18,	0,	20,	20,
18,	6,	20,	20,
18,	12,	20,	20,
18,	18,	20,	20,
18,	24,	20,	20,
24,	0,	20,	20,
24,	6,	20,	20,
24,	12,	20,	20,
24,	18,	20,	20,
24,	24,	20,	20,
30,	0,	20,	20,
30,	6,	20,	20,
30,	12,	20,	20,
30,	18,	20,	20,
30,	24,	20,	20,
36,	0,	20,	20,
36,	6,	20,	20,
36,	12,	20,	20,
36,	18,	20,	20,
36,	24,	20,	20,
42,	0,	20,	20,
42,	6,	20,	20,
42,	12,	20,	20,
42,	18,	20,	20,
42,	24,	20,	20,
48,	0,	20,	20,
48,	6,	20,	20,
48,	12,	20,	20,
48,	18,	20,	20,
48,	24,	20,	20,
54,	0,	20,	20,
54,	6,	20,	20,
54,	12,	20,	20,
54,	18,	20,	20,
54,	24,	20,	20,
60,	0,	20,	20,
60,	6,	20,	20,
60,	12,	20,	20,
60,	18,	20,	20,
60,	24,	20,	20,
66,	0,	20,	20,
66,	6,	20,	20,
66,	12,	20,	20,
66,	18,	20,	20,
66,	24,	20,	20,
72,	0,	20,	20,
72,	6,	20,	20,
72,	12,	20,	20,
72,	18,	20,	20,
72,	24,	20,	20,
78,	0,	20,	20,
78,	6,	20,	20,
78,	12,	20,	20,
78,	18,	20,	20,
78,	24,	20,	20,
0,	0,	20,	30,
0,	6,	20,	30,
0,	12,	20,	30,
0,	18,	20,	30,
6,	0,	20,	30,
6,	6,	20,	30,
6,	12,	20,	30,
6,	18,	20,	30,
12,	0,	20,	30,
12,	6,	20,	30,
12,	12,	20,	30,
12,	18,	20,	30,
18,	0,	20,	30,
18,	6,	20,	30,
18,	12,	20,	30,
18,	18,	20,	30,
24,	0,	20,	30,
24,	6,	20,	30,
24,	12,	20,	30,
24,	18,	20,	30,
30,	0,	20,	30,
30,	6,	20,	30,
30,	12,	20,	30,
30,	18,	20,	30,
36,	0,	20,	30,
36,	6,	20,	30,
36,	12,	20,	30,
36,	18,	20,	30,
42,	0,	20,	30,
42,	6,	20,	30,
42,	12,	20,	30,
42,	18,	20,	30,
48,	0,	20,	30,
48,	6,	20,	30,
48,	12,	20,	30,
48,	18,	20,	30,
54,	0,	20,	30,
54,	6,	20,	30,
54,	12,	20,	30,
54,	18,	20,	30,
60,	0,	20,	30,
60,	6,	20,	30,
60,	12,	20,	30,
60,	18,	20,	30,
66,	0,	20,	30,
66,	6,	20,	30,
66,	12,	20,	30,
66,	18,	20,	30,
72,	0,	20,	30,
72,	6,	20,	30,
72,	12,	20,	30,
72,	18,	20,	30,
78,	0,	20,	30,
78,	6,	20,	30,
78,	12,	20,	30,
78,	18,	20,	30,
0,	0,	30,	10,
0,	6,	30,	10,
0,	12,	30,	10,
0,	18,	30,	10,
0,	24,	30,	10,
0,	30,	30,	10,
0,	36,	30,	10,
6,	0,	30,	10,
6,	6,	30,	10,
6,	12,	30,	10,
6,	18,	30,	10,
6,	24,	30,	10,
6,	30,	30,	10,
6,	36,	30,	10,
12,	0,	30,	10,
12,	6,	30,	10,
12,	12,	30,	10,
12,	18,	30,	10,
12,	24,	30,	10,
12,	30,	30,	10,
12,	36,	30,	10,
18,	0,	30,	10,
18,	6,	30,	10,
18,	12,	30,	10,
18,	18,	30,	10,
18,	24,	30,	10,
18,	30,	30,	10,
18,	36,	30,	10,
24,	0,	30,	10,
24,	6,	30,	10,
24,	12,	30,	10,
24,	18,	30,	10,
24,	24,	30,	10,
24,	30,	30,	10,
24,	36,	30,	10,
30,	0,	30,	10,
30,	6,	30,	10,
30,	12,	30,	10,
30,	18,	30,	10,
30,	24,	30,	10,
30,	30,	30,	10,
30,	36,	30,	10,
36,	0,	30,	10,
36,	6,	30,	10,
36,	12,	30,	10,
36,	18,	30,	10,
36,	24,	30,	10,
36,	30,	30,	10,
36,	36,	30,	10,
42,	0,	30,	10,
42,	6,	30,	10,
42,	12,	30,	10,
42,	18,	30,	10,
42,	24,	30,	10,
42,	30,	30,	10,
42,	36,	30,	10,
48,	0,	30,	10,
48,	6,	30,	10,
48,	12,	30,	10,
48,	18,	30,	10,
48,	24,	30,	10,
48,	30,	30,	10,
48,	36,	30,	10,
54,	0,	30,	10,
54,	6,	30,	10,
54,	12,	30,	10,
54,	18,	30,	10,
54,	24,	30,	10,
54,	30,	30,	10,
54,	36,	30,	10,
60,	0,	30,	10,
60,	6,	30,	10,
60,	12,	30,	10,
60,	18,	30,	10,
60,	24,	30,	10,
60,	30,	30,	10,
60,	36,	30,	10,
66,	0,	30,	10,
66,	6,	30,	10,
66,	12,	30,	10,
66,	18,	30,	10,
66,	24,	30,	10,
66,	30,	30,	10,
66,	36,	30,	10,
0,	0,	30,	20,
0,	6,	30,	20,
0,	12,	30,	20,
0,	18,	30,	20,
0,	24,	30,	20,
6,	0,	30,	20,
6,	6,	30,	20,
6,	12,	30,	20,
6,	18,	30,	20,
6,	24,	30,	20,
12,	0,	30,	20,
12,	6,	30,	20,
12,	12,	30,	20,
12,	18,	30,	20,
12,	24,	30,	20,
18,	0,	30,	20,
18,	6,	30,	20,
18,	12,	30,	20,
18,	18,	30,	20,
18,	24,	30,	20,
24,	0,	30,	20,
24,	6,	30,	20,
24,	12,	30,	20,
24,	18,	30,	20,
24,	24,	30,	20,
30,	0,	30,	20,
30,	6,	30,	20,
30,	12,	30,	20,
30,	18,	30,	20,
30,	24,	30,	20,
36,	0,	30,	20,
36,	6,	30,	20,
36,	12,	30,	20,
36,	18,	30,	20,
36,	24,	30,	20,
42,	0,	30,	20,
42,	6,	30,	20,
42,	12,	30,	20,
42,	18,	30,	20,
42,	24,	30,	20,
48,	0,	30,	20,
48,	6,	30,	20,
48,	12,	30,	20,
48,	18,	30,	20,
48,	24,	30,	20,
54,	0,	30,	20,
54,	6,	30,	20,
54,	12,	30,	20,
54,	18,	30,	20,
54,	24,	30,	20,
60,	0,	30,	20,
60,	6,	30,	20,
60,	12,	30,	20,
60,	18,	30,	20,
60,	24,	30,	20,
66,	0,	30,	20,
66,	6,	30,	20,
66,	12,	30,	20,
66,	18,	30,	20,
66,	24,	30,	20,
0,	0,	30,	30,
0,	6,	30,	30,
0,	12,	30,	30,
0,	18,	30,	30,
6,	0,	30,	30,
6,	6,	30,	30,
6,	12,	30,	30,
6,	18,	30,	30,
12,	0,	30,	30,
12,	6,	30,	30,
12,	12,	30,	30,
12,	18,	30,	30,
18,	0,	30,	30,
18,	6,	30,	30,
18,	12,	30,	30,
18,	18,	30,	30,
24,	0,	30,	30,
24,	6,	30,	30,
24,	12,	30,	30,
24,	18,	30,	30,
30,	0,	30,	30,
30,	6,	30,	30,
30,	12,	30,	30,
30,	18,	30,	30,
36,	0,	30,	30,
36,	6,	30,	30,
36,	12,	30,	30,
36,	18,	30,	30,
42,	0,	30,	30,
42,	6,	30,	30,
42,	12,	30,	30,
42,	18,	30,	30,
48,	0,	30,	30,
48,	6,	30,	30,
48,	12,	30,	30,
48,	18,	30,	30,
54,	0,	30,	30,
54,	6,	30,	30,
54,	12,	30,	30,
54,	18,	30,	30,
60,	0,	30,	30,
60,	6,	30,	30,
60,	12,	30,	30,
60,	18,	30,	30,
66,	0,	30,	30,
66,	6,	30,	30,
66,	12,	30,	30,
66,	18,	30,	30,
